destination,passanger,weather,temperature,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,Restaurant<20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Accept
No Urgent Place,Kid,Sunny,80,Restaurant less than 20,24h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,0,0,0,1,1
No Urgent Place,Kid,Sunny,55,Restaurant less than 20,24h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,1
No Urgent Place,Kid,Sunny,55,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,0
Home,Alone,Sunny,55,Bar,24h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,0,0,1,0,0
Home,Alone,Sunny,55,Restaurant 20 to 50,24h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,0
Home,Alone,Sunny,80,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,0,0,0,1,0
Work,Alone,Sunny,55,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,1,1,0,1,0
Work,Alone,Sunny,55,Bar,24h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,1,1,0,1,0
Work,Alone,Sunny,80,Restaurant 20 to 50,24h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,0
Work,Alone,Sunny,80,Carry out and Take away,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,0,0,1,0,0
Work,Alone,Sunny,55,Restaurant less than 20,24h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,0,0,0,1,1
Work,Alone,Sunny,55,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,Restaurant less than 20,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Bar,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Carry out and Take away,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,55,Coffee House,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,55,Carry out and Take away,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,Coffee House,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,0,1,0
Home,Alone,Sunny,55,Bar,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,1,0,1
Home,Alone,Sunny,55,Restaurant 20 to 50,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,0,0,1,1
Home,Alone,Sunny,80,Coffee House,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,0,1,0
Work,Alone,Sunny,55,Coffee House,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,1,0,1,0
Work,Alone,Sunny,55,Bar,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,1,0,1,1
Work,Alone,Sunny,80,Restaurant 20 to 50,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,0,0,1,1
Work,Alone,Sunny,80,Carry out and Take away,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,1,0,0
Work,Alone,Sunny,55,Restaurant less than 20,24h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,0,0,0,1,1
Work,Alone,Sunny,55,Coffee House,2h,Male,26,unmarried,0,Some college - no degree,Healthcare Support,$37500 - $49999,,greater than 8,greater than 8,greater than 8,greater than 8,greater than 8,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,Restaurant less than 20,24h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Bar,24h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Carry out and Take away,2h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,24h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,2h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,55,Coffee House,2h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,55,Carry out and Take away,24h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
Home,Alone,Sunny,80,Coffee House,2h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,1
Work,Alone,Sunny,55,Bar,24h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,1,1,0,1,1
Work,Alone,Sunny,80,Restaurant 20 to 50,24h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
Work,Alone,Sunny,80,Carry out and Take away,2h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,1,0,1
Work,Alone,Sunny,55,Restaurant less than 20,24h,Female,26,unmarried,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55,Restaurant less than 20,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Bar,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Carry out and Take away,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,55,Coffee House,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,55,Carry out and Take away,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,Coffee House,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,0,1,0
Home,Alone,Sunny,55,Bar,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,1,0,1
Home,Alone,Sunny,55,Restaurant 20 to 50,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,0,0,1,0
Home,Alone,Sunny,80,Coffee House,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,0,1,0
Work,Alone,Sunny,55,Coffee House,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,1,0,1,0
Work,Alone,Sunny,55,Bar,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,1,0,1,0
Work,Alone,Sunny,80,Restaurant 20 to 50,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,0,0,1,1
Work,Alone,Sunny,80,Carry out and Take away,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,1,0,1
Work,Alone,Sunny,55,Restaurant less than 20,24h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,0,0,0,1,1
Work,Alone,Sunny,55,Coffee House,2h,Male,21,unmarried,0,Some college - no degree,Sales & Related,$100000 or More,,0,0,greater than 8,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,Restaurant less than 20,24h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Carry out and Take away,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,55,Carry out and Take away,24h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,Coffee House,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,Restaurant 20 to 50,24h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,Bar,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,Coffee House,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,Restaurant less than 20,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,Bar,24h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,0,0,1,1
Home,Alone,Sunny,55,Bar,24h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,0,0,1,0,1
Home,Alone,Sunny,55,Restaurant 20 to 50,24h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,0,0,1,1
Home,Alone,Sunny,80,Coffee House,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,0,0,0,1,0
Work,Alone,Sunny,55,Coffee House,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,1,0,1,1
Work,Alone,Sunny,55,Bar,24h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,1,0,1,1
Work,Alone,Sunny,80,Restaurant 20 to 50,24h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,0,0,1,0
Work,Alone,Sunny,80,Carry out and Take away,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,0,0,1,0,0
Work,Alone,Sunny,55,Restaurant less than 20,24h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,0,0,0,1,0
Work,Alone,Sunny,55,Coffee House,2h,Female,21,unmarried,0,Bachelors degree,Management,$87500 - $99999,,1 to 3,1 to 3,1 to 3,1 to 3,1 to 3,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,Restaurant less than 20,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Bar,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Carry out and Take away,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,55,Coffee House,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,55,Carry out and Take away,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,Coffee House,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,0,1,1
Home,Alone,Sunny,55,Bar,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,1,0,1
Home,Alone,Sunny,55,Restaurant 20 to 50,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,0,0,1,0
Home,Alone,Sunny,80,Coffee House,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,0,1,0
Work,Alone,Sunny,55,Coffee House,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,1,0,1,1
Work,Alone,Sunny,55,Bar,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,1,0,1,0
Work,Alone,Sunny,80,Restaurant 20 to 50,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,0,0,1,1
Work,Alone,Sunny,80,Carry out and Take away,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,1,0,1
Work,Alone,Sunny,55,Restaurant less than 20,24h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,0,0,0,1,0
Work,Alone,Sunny,55,Coffee House,2h,Female,21,unmarried,0,High School Graduate,Unemployed,Less than $12500,,1 to 3,0,4 to 8,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,Restaurant less than 20,24h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,0,0,1 to 3,0,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,0,0,1 to 3,0,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Carry out and Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,0,0,1 to 3,0,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,0,0,1 to 3,0,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,0,0,1 to 3,0,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,0,0,1 to 3,0,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,55,Carry out and Take away,24h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,0,0,1 to 3,0,0,1,1,0,0,1,1
No Urgent Place,Kid,Sunny,80,Restaurant less than 20,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,0,0,1 to 3,0,0,1,1,0,0,1,1
No Urgent Place,Kid,Sunny,80,Carry out and Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,0,0,1 to 3,0,0,1,1,0,0,1,0
No Urgent Place,Kid,Sunny,80,Bar,24h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,0,0,1 to 3,0,0,1,1,0,0,1,0
